Year,US_Airport,US_Airport_Name,US_State,FG_Airport,FG_State,FG_Airport_Name,Passengers,Flights
1990,HNL,Daniel K Inouye International Airport,HI,NGO,JP,Chubu Centrair International Airport,127441,421
1990,HNL,Daniel K Inouye International Airport,HI,NRT,JP,Narita International Airport,2107236,6999
1990,HNL,Daniel K Inouye International Airport,HI,PPT,PF,Faa'a International Airport,27115,203
1990,HNL,Daniel K Inouye International Airport,HI,RAR,CK,Rarotonga International Airport,7477,81
1990,HNL,Daniel K Inouye International Airport,HI,SYD,AU,Sydney Kingsford Smith International Airport,369958,1687
1990,HNL,Daniel K Inouye International Airport,HI,TPE,TW,Taiwan Taoyuan International Airport,126699,476
1990,HNL,Daniel K Inouye International Airport,HI,YEG,CA,Edmonton International Airport,14464,52
1990,HNL,Daniel K Inouye International Airport,HI,YVR,CA,Vancouver International Airport,321646,1362
1990,HNL,Daniel K Inouye International Airport,HI,YWG,CA,Winnipeg / James Armstrong Richardson International Airport,24928,71
1990,HNL,Daniel K Inouye International Airport,HI,YYC,CA,Calgary International Airport,41257,170
1990,HNL,Daniel K Inouye International Airport,HI,YYZ,CA,Toronto Lester B. Pearson International Airport,67335,342
1990,IAD,Washington Dulles International Airport,VA,CDG,FR,Charles de Gaulle International Airport,201814,1415
1990,IAD,Washington Dulles International Airport,VA,CGN,DE,Cologne Bonn Airport,14840,201
1990,IAD,Washington Dulles International Airport,VA,CUN,MX,Aeropuerto Internacional de Cancún,61692,624
1990,IAD,Washington Dulles International Airport,VA,FRA,DE,Frankfurt Airport,348396,1895
1990,IAD,Washington Dulles International Airport,VA,GUA,GT,La Aurora Airport,11540,343
1990,IAD,Washington Dulles International Airport,VA,LHR,GB,London Heathrow Airport,420463,1875
1990,IAD,Washington Dulles International Airport,VA,MEX,MX,Benito Juárez International Airport,26881,650
1990,IAD,Washington Dulles International Airport,VA,MZT,MX,General Rafael Buelna International Airport,3696,29
1990,IAD,Washington Dulles International Airport,VA,NAS,BS,Lynden Pindling International Airport,10166,421
1990,IAD,Washington Dulles International Airport,VA,NRT,JP,Narita International Airport,124645,580
1990,IAH,George Bush Intercontinental Houston Airport,TX,ACA,MX,Aeropuerto Internacional Juan N. Álvarez,65785,734
1990,IAH,George Bush Intercontinental Houston Airport,TX,AMS,NL,Amsterdam Airport Schiphol,183199,735
1990,IAH,George Bush Intercontinental Houston Airport,TX,AUA,AW,Queen Beatrix International Airport,13602,113
1990,IAH,George Bush Intercontinental Houston Airport,TX,BZE,BZ,Philip S. W. Goldson International Airport,116433,1556
1990,IAH,George Bush Intercontinental Houston Airport,TX,CCS,VE,Simón Bolívar International Airport,3985,28
1990,IAH,George Bush Intercontinental Houston Airport,TX,CDG,FR,Charles de Gaulle International Airport,97639,483
1990,IAH,George Bush Intercontinental Houston Airport,TX,CUN,MX,Aeropuerto Internacional de Cancún,241169,2598
1990,IAH,George Bush Intercontinental Houston Airport,TX,CZM,MX,Aeropuerto Internacional de Cozumel,97749,981
1990,IAH,George Bush Intercontinental Houston Airport,TX,FRA,DE,Frankfurt Airport,10798,57
1990,IAH,George Bush Intercontinental Houston Airport,TX,GCM,KY,Owen Roberts International Airport,3186,36
1990,IAH,George Bush Intercontinental Houston Airport,TX,GDL,MX,Guadalajara International Airport,86668,992
1990,IAH,George Bush Intercontinental Houston Airport,TX,GUA,GT,La Aurora Airport,72285,1258
1990,IAH,George Bush Intercontinental Houston Airport,TX,LGW,GB,London Gatwick Airport,278089,1549
1990,IAH,George Bush Intercontinental Houston Airport,TX,MBJ,JM,Sangster International Airport,9632,88
1990,IAH,George Bush Intercontinental Houston Airport,TX,MEX,MX,Benito Juárez International Airport,538853,5479
1990,IAH,George Bush Intercontinental Houston Airport,TX,MGA,NI,Augusto C. Sandino (Managua) International Airport,12256,158
1990,IAH,George Bush Intercontinental Houston Airport,TX,MID,MX,Aeropuerto Internacional Manuel Crescencio Rejón,16132,342
1990,IAH,George Bush Intercontinental Houston Airport,TX,MTY,MX,Monterrey International Airport,139203,2186
1990,IAH,George Bush Intercontinental Houston Airport,TX,NAS,BS,Lynden Pindling International Airport,6393,42
1990,IAH,George Bush Intercontinental Houston Airport,TX,PTY,PA,Tocumen International Airport,45135,459
1990,IAH,George Bush Intercontinental Houston Airport,TX,PVR,MX,Puerto Vallarta International Airport,53833,480
1990,IAH,George Bush Intercontinental Houston Airport,TX,RTB,HN,Juan Manuel Gálvez International Airport,5042,53
1990,IAH,George Bush Intercontinental Houston Airport,TX,SAL,SV,Monseñor Óscar Arnulfo Romero International Airport,40482,488
1990,IAH,George Bush Intercontinental Houston Airport,TX,SAP,HN,Ramón Villeda Morales International Airport,34796,429
1990,IAH,George Bush Intercontinental Houston Airport,TX,TGU,HN,Toncontín International Airport,1015,18
1990,IAH,George Bush Intercontinental Houston Airport,TX,ZIH,MX,Aeropuerto Internacional de Zihuatanejo,17649,216
1990,IAH,George Bush Intercontinental Houston Airport,TX,ZLO,MX,Aeropuerto Internacional Playa de Oro,1010,13
1990,IND,Indianapolis International Airport,IN,CUN,MX,Aeropuerto Internacional de Cancún,14779,138
1990,IND,Indianapolis International Airport,IN,FPO,BS,Grand Bahama International Airport,5800,42
1990,IND,Indianapolis International Airport,IN,GCM,KY,Owen Roberts International Airport,2333,22
1990,IND,Indianapolis International Airport,IN,MBJ,JM,Sangster International Airport,5048,47
1990,IND,Indianapolis International Airport,IN,NAS,BS,Lynden Pindling International Airport,4993,26
1990,IND,Indianapolis International Airport,IN,PVR,MX,Puerto Vallarta International Airport,1243,10
1990,IND,Indianapolis International Airport,IN,SXM,SX,Princess Juliana International Airport,1085,12
1990,IND,Indianapolis International Airport,IN,YYC,CA,Calgary International Airport,1688,15
1990,JAX,Jacksonville International Airport,FL,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,976,13
1990,JFK,John F Kennedy International Airport,NY,ACA,MX,Aeropuerto Internacional Juan N. Álvarez,14250,67
1990,JFK,John F Kennedy International Airport,NY,AGP,ES,Málaga-Costa del Sol Airport,6363,46
1990,JFK,John F Kennedy International Airport,NY,AMM,JO,Queen Alia International Airport,17688,122
1990,JFK,John F Kennedy International Airport,NY,AMS,NL,Amsterdam Airport Schiphol,553968,2831
1990,JFK,John F Kennedy International Airport,NY,ANU,AG,V C Bird International Airport,125967,1157
1990,JFK,John F Kennedy International Airport,NY,ARN,SE,Stockholm-Arlanda Airport,147178,966
1990,JFK,John F Kennedy International Airport,NY,ATH,GR,Athens Eleftherios Venizelos International Airport,244562,836
1990,JFK,John F Kennedy International Airport,NY,AUA,AW,Queen Beatrix International Airport,67967,385
1990,JFK,John F Kennedy International Airport,NY,BAQ,CO,Ernesto Cortissoz International Airport,13460,139
1990,JFK,John F Kennedy International Airport,NY,BCN,ES,Josep Tarradellas Barcelona-El Prat Airport,106849,751
1990,JFK,John F Kennedy International Airport,NY,BDA,BM,L.F. Wade International Airport,211539,2018
1990,JFK,John F Kennedy International Airport,NY,BFS,GB,Belfast International Airport,9479,33
1990,JFK,John F Kennedy International Airport,NY,BGI,BB,Grantley Adams International Airport,207306,1253
1990,JFK,John F Kennedy International Airport,NY,BHX,GB,Birmingham Airport,2438,12
1990,JFK,John F Kennedy International Airport,NY,BJL,GM,Banjul International Airport,11766,88
1990,JFK,John F Kennedy International Airport,NY,BOD,FR,Bordeaux-Mérignac Airport,2784,60
1990,JFK,John F Kennedy International Airport,NY,BOG,CO,El Dorado International Airport,59636,481
1990,JFK,John F Kennedy International Airport,NY,BON,BQ,Flamingo International Airport,10601,122
1990,JFK,John F Kennedy International Airport,NY,BRU,BE,Brussels Airport,540236,3706
1990,JFK,John F Kennedy International Airport,NY,BSL,FR,EuroAirport Basel-Mulhouse-Freiburg,3132,36
1990,JFK,John F Kennedy International Airport,NY,BUD,HU,Budapest Liszt Ferenc International Airport,18638,165
1990,JFK,John F Kennedy International Airport,NY,CAI,EG,Cairo International Airport,40498,204
1990,JFK,John F Kennedy International Airport,NY,CCS,VE,Simón Bolívar International Airport,219428,1917
1990,JFK,John F Kennedy International Airport,NY,CDG,FR,Charles de Gaulle International Airport,1032821,4956
1990,JFK,John F Kennedy International Airport,NY,CGN,DE,Cologne Bonn Airport,1356,28
1990,JFK,John F Kennedy International Airport,NY,CMN,MA,Mohammed V International Airport,59328,243
1990,JFK,John F Kennedy International Airport,NY,CPH,DK,Copenhagen Kastrup Airport,123003,654
1990,JFK,John F Kennedy International Airport,NY,CTG,CO,Rafael Nuñez International Airport,10116,104
1990,JFK,John F Kennedy International Airport,NY,CUN,MX,Aeropuerto Internacional de Cancún,192080,1373
1990,JFK,John F Kennedy International Airport,NY,CUR,CW,Hato International Airport,59537,361
1990,JFK,John F Kennedy International Airport,NY,DKR,SN,Léopold Sédar Senghor International Airport,31573,210
1990,JFK,John F Kennedy International Airport,NY,DUB,IE,Dublin Airport,4237,13
1990,JFK,John F Kennedy International Airport,NY,DUS,DE,Düsseldorf Airport,129964,862
1990,JFK,John F Kennedy International Airport,NY,EZE,AR,Minister Pistarini International Airport,30316,104
1990,JFK,John F Kennedy International Airport,NY,FCO,IT,Rome–Fiumicino Leonardo da Vinci International Airport,766910,2602
1990,JFK,John F Kennedy International Airport,NY,FDF,MQ,Martinique Aimé Césaire International Airport,10500,110
1990,JFK,John F Kennedy International Airport,NY,FRA,DE,Frankfurt Airport,1056179,4940
1990,JFK,John F Kennedy International Airport,NY,GCM,KY,Owen Roberts International Airport,5024,64
1990,JFK,John F Kennedy International Airport,NY,GEO,GY,Cheddi Jagan International Airport,45166,293
1990,JFK,John F Kennedy International Airport,NY,GHB,BS,Governor's Harbour Airport,10596,95
1990,JFK,John F Kennedy International Airport,NY,GIG,BR,Rio Galeão – Tom Jobim International Airport,306974,1384
1990,JFK,John F Kennedy International Airport,NY,GLA,GB,Glasgow International Airport,18362,114
1990,JFK,John F Kennedy International Airport,NY,GOA,IT,Genoa Cristoforo Colombo Airport,1685,11
1990,JFK,John F Kennedy International Airport,NY,GRU,BR,Guarulhos - Governador André Franco Montoro International Airport,86124,412
1990,JFK,John F Kennedy International Airport,NY,GUA,GT,La Aurora Airport,5945,104
1990,JFK,John F Kennedy International Airport,NY,GVA,CH,Geneva Cointrin International Airport,157865,798
1990,JFK,John F Kennedy International Airport,NY,GYE,EC,José Joaquín de Olmedo International Airport,20652,135
1990,JFK,John F Kennedy International Airport,NY,HAM,DE,Hamburg Helmut Schmidt Airport,37935,256
1990,JFK,John F Kennedy International Airport,NY,HEL,FI,Helsinki Vantaa Airport,144954,929
1990,JFK,John F Kennedy International Airport,NY,HUX,MX,Bahías de Huatulco International Airport,3409,17
1990,JFK,John F Kennedy International Airport,NY,IST,TR,İstanbul Airport,6304,51
1990,JFK,John F Kennedy International Airport,NY,JED,SA,King Abdulaziz International Airport,50559,242
1990,JFK,John F Kennedy International Airport,NY,KEF,IS,Keflavik International Airport,99484,669
1990,JFK,John F Kennedy International Airport,NY,KIN,JM,Norman Manley International Airport,244822,1306
1990,JFK,John F Kennedy International Airport,NY,LGW,GB,London Gatwick Airport,316119,1505
1990,JFK,John F Kennedy International Airport,NY,LHR,GB,London Heathrow Airport,2084135,9500
1990,JFK,John F Kennedy International Airport,NY,LIL,FR,Lille Airport,17626,159
1990,JFK,John F Kennedy International Airport,NY,LIM,PE,Jorge Chávez International Airport,10591,387
1990,JFK,John F Kennedy International Airport,NY,LIS,PT,Humberto Delgado Airport (Lisbon Portela Airport),185333,1049
1990,JFK,John F Kennedy International Airport,NY,LOS,NG,Murtala Muhammed International Airport,32294,214
1990,JFK,John F Kennedy International Airport,NY,LUX,LU,Luxembourg-Findel International Airport,3178,59
1990,JFK,John F Kennedy International Airport,NY,LYS,FR,Lyon Saint-Exupéry Airport,41612,585
1990,JFK,John F Kennedy International Airport,NY,MAD,ES,Adolfo Suárez Madrid–Barajas Airport,568955,2335
1990,JFK,John F Kennedy International Airport,NY,MAN,GB,Manchester Airport,133368,845
1990,JFK,John F Kennedy International Airport,NY,MBJ,JM,Sangster International Airport,216629,1097
1990,JFK,John F Kennedy International Airport,NY,MDE,CO,Jose Maria Córdova International Airport,1588,16
1990,JFK,John F Kennedy International Airport,NY,MEX,MX,Benito Juárez International Airport,303709,2184
1990,JFK,John F Kennedy International Airport,NY,MUC,DE,Munich Airport,144051,978
1990,JFK,John F Kennedy International Airport,NY,MXP,IT,Milan Malpensa International Airport,449909,2344
1990,JFK,John F Kennedy International Airport,NY,NAS,BS,Lynden Pindling International Airport,139840,1208
1990,JFK,John F Kennedy International Airport,NY,NCE,FR,Nice-Côte d'Azur Airport,84694,613
1990,JFK,John F Kennedy International Airport,NY,NRT,JP,Narita International Airport,608110,2409
1990,JFK,John F Kennedy International Airport,NY,NTE,FR,Nantes Atlantique Airport,2464,44
1990,JFK,John F Kennedy International Airport,NY,ORY,FR,Paris-Orly Airport,235534,1311
1990,JFK,John F Kennedy International Airport,NY,PAP,HT,Toussaint Louverture International Airport,127767,794
1990,JFK,John F Kennedy International Airport,NY,PBM,SR,Johan Adolf Pengel International Airport,5351,42
1990,JFK,John F Kennedy International Airport,NY,PLS,TC,Providenciales International Airport,17740,104
1990,JFK,John F Kennedy International Airport,NY,PMV,VE,Del Caribe Santiago Mariño International Airport,7104,70
1990,JFK,John F Kennedy International Airport,NY,POP,DO,Gregorio Luperon International Airport,190834,1041
1990,JFK,John F Kennedy International Airport,NY,POS,TT,Piarco International Airport,10589,76
1990,JFK,John F Kennedy International Airport,NY,PRG,CZ,Václav Havel Airport Prague,14093,103
1990,JFK,John F Kennedy International Airport,NY,PTP,GP,Pointe-à-Pitre Le Raizet International  Airport,8424,87
1990,JFK,John F Kennedy International Airport,NY,PTY,PA,Tocumen International Airport,27196,167
1990,JFK,John F Kennedy International Airport,NY,PUJ,DO,Punta Cana International Airport,9711,78
1990,JFK,John F Kennedy International Airport,NY,ROB,LR,Roberts International Airport,7527,82
1990,JFK,John F Kennedy International Airport,NY,RUH,SA,King Khaled International Airport,20935,112
1990,JFK,John F Kennedy International Airport,NY,SAP,HN,Ramón Villeda Morales International Airport,1328,16
1990,JFK,John F Kennedy International Airport,NY,SCL,CL,Comodoro Arturo Merino Benítez International Airport,4368,177
1990,JFK,John F Kennedy International Airport,NY,SDQ,DO,Las Américas International Airport,399950,2212
1990,JFK,John F Kennedy International Airport,NY,SKB,KN,Robert L. Bradshaw International Airport,7286,84
1990,JFK,John F Kennedy International Airport,NY,SNN,IE,Shannon Airport,423936,1633
1990,JFK,John F Kennedy International Airport,NY,STR,DE,Stuttgart Airport,10731,46
1990,JFK,John F Kennedy International Airport,NY,SVO,RU,Sheremetyevo International Airport,47265,349
1990,JFK,John F Kennedy International Airport,NY,SXM,SX,Princess Juliana International Airport,188671,1258
1990,JFK,John F Kennedy International Airport,NY,TFS,ES,Tenerife Sur Airport,4264,22
1990,JFK,John F Kennedy International Airport,NY,TLV,IL,Ben Gurion International Airport,354325,985
1990,JFK,John F Kennedy International Airport,NY,TPE,TW,Taiwan Taoyuan International Airport,7044,34
1990,JFK,John F Kennedy International Airport,NY,TSR,RO,Timişoara Traian Vuia Airport,169,11
1990,JFK,John F Kennedy International Airport,NY,UIO,EC,Mariscal Sucre International Airport,2231,20
1990,JFK,John F Kennedy International Airport,NY,UVF,LC,Hewanorra International Airport,8746,68
1990,JFK,John F Kennedy International Airport,NY,VIE,AT,Vienna International Airport,112525,938
1990,JFK,John F Kennedy International Airport,NY,WAW,PL,Warsaw Chopin Airport,113312,823
1990,JFK,John F Kennedy International Airport,NY,YMX,CA,Montreal International (Mirabel) Airport,58781,544
1990,JFK,John F Kennedy International Airport,NY,YOW,CA,Ottawa Macdonald-Cartier International Airport,22208,686
1990,JFK,John F Kennedy International Airport,NY,YQX,CA,Gander International Airport / CFB Gander,34752,111
1990,JFK,John F Kennedy International Airport,NY,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,2826,21
1990,JFK,John F Kennedy International Airport,NY,YYR,CA,Goose Bay Airport,7246,32
1990,JFK,John F Kennedy International Airport,NY,YYZ,CA,Toronto Lester B. Pearson International Airport,28442,355
1990,JFK,John F Kennedy International Airport,NY,ZRH,CH,Zürich Airport,429958,2210
1990,LAS,Harry Reid International Airport,NV,MEX,MX,Benito Juárez International Airport,2467,26
